ADH6	00010	glycolysis_gluconeogenesis
FBP2	00010	glycolysis_gluconeogenesis
PCK1	00010	glycolysis_gluconeogenesis
GCK	00010	glycolysis_gluconeogenesis
DLD	00010	glycolysis_gluconeogenesis
G6PC2	00010	glycolysis_gluconeogenesis
ALDH3B1	00010	glycolysis_gluconeogenesis
HK3	00010	glycolysis_gluconeogenesis
FBP1	00010	glycolysis_gluconeogenesis
PCK1	00020	citrate_cycle_(tca_cycle)
PDHB	00020	citrate_cycle_(tca_cycle)
SDHD	00020	citrate_cycle_(tca_cycle)
LOC283398	00020	citrate_cycle_(tca_cycle)
ALDOA	00030	pentose_phosphate_pathway
TKT	00030	pentose_phosphate_pathway
PRPS1	00030	pentose_phosphate_pathway
UGT1A9	00040	pentose_and_glucuronate_interconversions
UGT1A7	00040	pentose_and_glucuronate_interconversions
UGT1A10	00040	pentose_and_glucuronate_interconversions
XYLB	00040	pentose_and_glucuronate_interconversions
SORD	00051	fructose_and_mannose_metabolism
PFKP	00051	fructose_and_mannose_metabolism
TPI1P1	00051	fructose_and_mannose_metabolism
MTMR7	00051	fructose_and_mannose_metabolism
GALT	00052	galactose_metabolism
GAA	00052	galactose_metabolism
PFKM	00052	galactose_metabolism
LCT	00052	galactose_metabolism
GALE	00052	galactose_metabolism
UGT2B4	00053	ascorbate_and_aldarate_metabolism
MCAT	00061	fatty_acid_biosynthesis
MECR	00062	fatty_acid_elongation_in_mitochondria
PPT1	00062	fatty_acid_elongation_in_mitochondria
ECHS1	00062	fatty_acid_elongation_in_mitochondria
ADH7	00071	fatty_acid_metabolism
ACADM	00071	fatty_acid_metabolism
ADH5	00071	fatty_acid_metabolism
SQLE	00100	steroid_biosynthesis
SC4MOL	00100	steroid_biosynthesis
CYP7B1	00120	primary_bile_acid_biosynthesis
COQ5	00130	ubiquinone_and_other_terpenoid-quinone_biosynthesis
COQ2	00130	ubiquinone_and_other_terpenoid-quinone_biosynthesis
CYP19A1	00140	steroid_hormone_biosynthesis
UGT1A3	00140	steroid_hormone_biosynthesis
UGT2B28	00140	steroid_hormone_biosynthesis
UGT2A3	00140	steroid_hormone_biosynthesis
UGT2A1	00140	steroid_hormone_biosynthesis
UGT2B4	00140	steroid_hormone_biosynthesis
HSD17B8	00140	steroid_hormone_biosynthesis
CYP7A1	00140	steroid_hormone_biosynthesis
AKR1C1	00140	steroid_hormone_biosynthesis
UGT2B17	00140	steroid_hormone_biosynthesis
HSD11B2	00140	steroid_hormone_biosynthesis
METTL2B	00150	androgen_and_estrogen_metabolism
UGT1A8	00150	androgen_and_estrogen_metabolism
WBSCR22	00150	androgen_and_estrogen_metabolism
SRD5A2	00150	androgen_and_estrogen_metabolism
COX7A2L	00190	oxidative_phosphorylation
COX17	00190	oxidative_phosphorylation
ATP6V1D	00190	oxidative_phosphorylation
ND4L	00190	oxidative_phosphorylation
NDUFB6	00190	oxidative_phosphorylation
ND2	00190	oxidative_phosphorylation
NDUFA8	00190	oxidative_phosphorylation
NDUFC1	00190	oxidative_phosphorylation
NDUFB4	00190	oxidative_phosphorylation
ATP6V0D1	00190	oxidative_phosphorylation
UQCRFSL1	00190	oxidative_phosphorylation
LHPP	00190	oxidative_phosphorylation
ATP6V1G1	00190	oxidative_phosphorylation
ATP5E	00190	oxidative_phosphorylation
ND1	00190	oxidative_phosphorylation
NDUFS8	00190	oxidative_phosphorylation
COX6B2	00190	oxidative_phosphorylation
ATP6V1G2	00190	oxidative_phosphorylation
ADK	00230	purine_metabolism
PDE2A	00230	purine_metabolism
NME1	00230	purine_metabolism
POLE4	00230	purine_metabolism
AMPD1	00230	purine_metabolism
POLD2	00230	purine_metabolism
GDA	00230	purine_metabolism
PDE6G	00230	purine_metabolism
ZNRD1	00230	purine_metabolism
ALLC	00230	purine_metabolism
FHIT	00230	purine_metabolism
ADCY2	00230	purine_metabolism
PDE1A	00230	purine_metabolism
ENTPD2	00230	purine_metabolism
GMPS	00230	purine_metabolism
POLD3	00230	purine_metabolism
ADCY8	00230	purine_metabolism
ENTPD5	00230	purine_metabolism
DGUOK	00230	purine_metabolism
POLR3C	00230	purine_metabolism
POLR2H	00230	purine_metabolism
POLA1	00230	purine_metabolism
POLD4	00230	purine_metabolism
NAT2	00232	caffeine_metabolism
AK3	00240	pyrimidine_metabolism
POLR3A	00240	pyrimidine_metabolism
POLR2L	00240	pyrimidine_metabolism
PNP	00240	pyrimidine_metabolism
TYMS	00240	pyrimidine_metabolism
ENTPD4	00240	pyrimidine_metabolism
TXNRD1	00240	pyrimidine_metabolism
UCK2	00240	pyrimidine_metabolism
DPYD	00240	pyrimidine_metabolism
CPS1	00250	alanine_aspartate_and_glutamate_metabolism
AGXT2	00250	alanine_aspartate_and_glutamate_metabolism
IL4I1	00250	alanine_aspartate_and_glutamate_metabolism
DAO	00260	glycine_serine_and_threonine_metabolism
PSAT1	00260	glycine_serine_and_threonine_metabolism
SHMT2	00260	glycine_serine_and_threonine_metabolism
AGXT	00260	glycine_serine_and_threonine_metabolism
DNMT3L	00270	cysteine_and_methionine_metabolism
MAT2B	00270	cysteine_and_methionine_metabolism
CTH	00270	cysteine_and_methionine_metabolism
LDHC	00270	cysteine_and_methionine_metabolism
TAT	00270	cysteine_and_methionine_metabolism
LOC642590	00270	cysteine_and_methionine_metabolism
AHCYL1	00270	cysteine_and_methionine_metabolism
IL4I1	00270	cysteine_and_methionine_metabolism
HIBCH	00280	valine_leucine_and_isoleucine_degradation
BCKDHB	00280	valine_leucine_and_isoleucine_degradation
ACADS	00280	valine_leucine_and_isoleucine_degradation
VARS2	00290	valine_leucine_and_isoleucine_biosynthesis
IARS	00290	valine_leucine_and_isoleucine_biosynthesis
AASDHPPT	00300	lysine_biosynthesis
GCDH	00310	lysine_degradation
SETMAR	00310	lysine_degradation
AADAT	00310	lysine_degradation
ACAT1	00310	lysine_degradation
OGDHL	00310	lysine_degradation
ALDH4A1	00330	arginine_and_proline_metabolism
ACY1	00330	arginine_and_proline_metabolism
SAT2	00330	arginine_and_proline_metabolism
ALDH3A2	00330	arginine_and_proline_metabolism
OTC	00330	arginine_and_proline_metabolism
GLUD2	00330	arginine_and_proline_metabolism
P4HA3	00330	arginine_and_proline_metabolism
LOC642590	00330	arginine_and_proline_metabolism
METTL2B	00340	histidine_metabolism
FTCD	00340	histidine_metabolism
ALDH3A2	00340	histidine_metabolism
LCMT2	00340	histidine_metabolism
TYRL	00350	tyrosine_metabolism
TYR	00350	tyrosine_metabolism
AOX1	00350	tyrosine_metabolism
ADH5	00350	tyrosine_metabolism
MAOA	00360	phenylalanine_metabolism
ABP1	00380	tryptophan_metabolism
ASMT	00380	tryptophan_metabolism
DDC	00380	tryptophan_metabolism
KYNU	00380	tryptophan_metabolism
GOT2	00400	phenylalanine_tyrosine_and_tryptophan_biosynthesis
ALDH7A1	00410	beta-alanine_metabolism
MAT2B	00450	selenoamino_acid_metabolism
GGT4P	00460	cyanoamino_acid_metabolism
GGT1	00460	cyanoamino_acid_metabolism
GLS	00471	d-glutamine_and_d-glutamate_metabolism
GLUD2	00471	d-glutamine_and_d-glutamate_metabolism
G6PD	00480	glutathione_metabolism
IDH1	00480	glutathione_metabolism
GPX6	00480	glutathione_metabolism
GPX7	00480	glutathione_metabolism
GSTK1	00480	glutathione_metabolism
TXNDC12	00480	glutathione_metabolism
TREH	00500	starch_and_sucrose_metabolism
PYGB	00500	starch_and_sucrose_metabolism
SI	00500	starch_and_sucrose_metabolism
UGT2A3	00500	starch_and_sucrose_metabolism
GUSB	00500	starch_and_sucrose_metabolism
GANC	00500	starch_and_sucrose_metabolism
MGAT1	00510	n-glycan_biosynthesis
RFT1	00510	n-glycan_biosynthesis
MGAT2	00510	n-glycan_biosynthesis
B4GALT1	00510	n-glycan_biosynthesis
MGAT3	00510	n-glycan_biosynthesis
HEXA	00511	other_glycan_degradation
OGT	00512	o-glycan_biosynthesis
GALNT6	00512	o-glycan_biosynthesis
POMT1	00514	o-mannosyl_glycan_biosynthesis
NANP	00520	amino_sugar_and_nucleotide_sugar_metabolism
HK1	00520	amino_sugar_and_nucleotide_sugar_metabolism
CYB5R3	00520	amino_sugar_and_nucleotide_sugar_metabolism
CMAS	00520	amino_sugar_and_nucleotide_sugar_metabolism
HEXB	00520	amino_sugar_and_nucleotide_sugar_metabolism
FUK	00520	amino_sugar_and_nucleotide_sugar_metabolism
FPGT	00520	amino_sugar_and_nucleotide_sugar_metabolism
CHIT1	00520	amino_sugar_and_nucleotide_sugar_metabolism
TSTA3	00520	amino_sugar_and_nucleotide_sugar_metabolism
PMM2	00520	amino_sugar_and_nucleotide_sugar_metabolism
SPAM1	00531	glycosaminoglycan_degradation
HEXA	00531	glycosaminoglycan_degradation
CHST7	00532	chondroitin_sulfate_biosynthesis
B3GNT7	00533	keratan_sulfate_biosynthesis
ST3GAL1	00533	keratan_sulfate_biosynthesis
EXT1	00534	heparan_sulfate_biosynthesis
B3GAT3	00534	heparan_sulfate_biosynthesis
LPL	00561	glycerolipid_metabolism
PPAP2B	00561	glycerolipid_metabolism
ALDH7A1	00561	glycerolipid_metabolism
INPP5J	00562	inositol_phosphate_metabolism
ISYNA1	00562	inositol_phosphate_metabolism
PIGC	00563	glycosylphosphatidylinositol(gpi)-anchor_biosynthesis
PIGQ	00563	glycosylphosphatidylinositol(gpi)-anchor_biosynthesis
PIGM	00563	glycosylphosphatidylinositol(gpi)-anchor_biosynthesis
CHKA	00564	glycerophospholipid_metabolism
AGPAT3	00564	glycerophospholipid_metabolism
PCYT2	00564	glycerophospholipid_metabolism
GPD1L	00564	glycerophospholipid_metabolism
PLA2G2E	00564	glycerophospholipid_metabolism
PLA2G6	00564	glycerophospholipid_metabolism
PLA2G2C	00564	glycerophospholipid_metabolism
ACHE	00564	glycerophospholipid_metabolism
PLA2G1B	00564	glycerophospholipid_metabolism
PPAP2C	00565	ether_lipid_metabolism
PLA2G4A	00565	ether_lipid_metabolism
ALOX12B	00590	arachidonic_acid_metabolism
PLA2G3	00590	arachidonic_acid_metabolism
CBR3	00590	arachidonic_acid_metabolism
GPX3	00590	arachidonic_acid_metabolism
GGT5	00590	arachidonic_acid_metabolism
GPX2	00590	arachidonic_acid_metabolism
CBR1	00590	arachidonic_acid_metabolism
JMJD7-PLA2G4B	00590	arachidonic_acid_metabolism
GPX5	00590	arachidonic_acid_metabolism
GGTLC3	00590	arachidonic_acid_metabolism
GGT4P	00590	arachidonic_acid_metabolism
PLA2G5	00591	linoleic_acid_metabolism
PLA2G6	00592	alpha-linolenic_acid_metabolism
GALC	00600	sphingolipid_metabolism
ASAH2C	00600	sphingolipid_metabolism
GLB1	00600	sphingolipid_metabolism
SMPD3	00600	sphingolipid_metabolism
ACER2	00600	sphingolipid_metabolism
B4GALT4	00601	glycosphingolipid_biosynthesis
ST8SIA1	00601	glycosphingolipid_biosynthesis
B3GNT2	00601	glycosphingolipid_biosynthesis
HEXB	00603	glycosphingolipid_biosynthesis
FUT2	00603	glycosphingolipid_biosynthesis
GLA	00603	glycosphingolipid_biosynthesis
GBGT1	00603	glycosphingolipid_biosynthesis
HEXA	00604	glycosphingolipid_biosynthesis
ST8SIA5	00604	glycosphingolipid_biosynthesis
HAGH	00620	pyruvate_metabolism
PKLR	00620	pyruvate_metabolism
PDHA1	00620	pyruvate_metabolism
ACAT1	00620	pyruvate_metabolism
AFMID	00630	glyoxylate_and_dicarboxylate_metabolism
ALDH2	00640	propanoate_metabolism
LDHAL6B	00640	propanoate_metabolism
HADHA	00640	propanoate_metabolism
ACSS1	00640	propanoate_metabolism
ALDH7A1	00640	propanoate_metabolism
AKR1B15	00650	butanoate_metabolism
ACSM1	00650	butanoate_metabolism
ABAT	00650	butanoate_metabolism
ACADS	00650	butanoate_metabolism
ALDH7A1	00650	butanoate_metabolism
ALDH1L1	00670	one_carbon_pool_by_folate
DHFR	00670	one_carbon_pool_by_folate
MTR	00670	one_carbon_pool_by_folate
ADH5P4	00680	methane_metabolism
MTMR2	00730	thiamine_metabolism
PHPT1	00730	thiamine_metabolism
PDXK	00750	vitamin_b6_metabolism
AOX1	00750	vitamin_b6_metabolism
NT5M	00760	nicotinate_and_nicotinamide_metabolism
PANK1	00770	pantothenate_and_coa_biosynthesis
ENPP1	00770	pantothenate_and_coa_biosynthesis
LIPT2	00785	lipoic_acid_metabolism
SPR	00790	folate_biosynthesis
UGT2B7	00830	retinol_metabolism
CYP26A1	00830	retinol_metabolism
CYP2C9	00830	retinol_metabolism
RDH8	00830	retinol_metabolism
AWAT2	00830	retinol_metabolism
ADH4	00830	retinol_metabolism
UGT2B11	00830	retinol_metabolism
UGT1A5	00860	porphyrin_and_chlorophyll_metabolism
HMOX1	00860	porphyrin_and_chlorophyll_metabolism
CP	00860	porphyrin_and_chlorophyll_metabolism
EARS2	00860	porphyrin_and_chlorophyll_metabolism
FTHL3	00860	porphyrin_and_chlorophyll_metabolism
FTHL16	00860	porphyrin_and_chlorophyll_metabolism
UGT2B17	00860	porphyrin_and_chlorophyll_metabolism
PDSS1	00900	terpenoid_backbone_biosynthesis
DHDDS	00900	terpenoid_backbone_biosynthesis
ACAT1	00900	terpenoid_backbone_biosynthesis
HMGCR	00900	terpenoid_backbone_biosynthesis
NAT6	00903	limonene_and_pinene_degradation
ALDH1B1	00903	limonene_and_pinene_degradation
HADHA	00903	limonene_and_pinene_degradation
ALDH9A1	00903	limonene_and_pinene_degradation
CA6	00910	nitrogen_metabolism
CA3	00910	nitrogen_metabolism
GLUD2	00910	nitrogen_metabolism
CA7	00910	nitrogen_metabolism
CHST12	00920	sulfur_metabolism
BPNT1	00920	sulfur_metabolism
DARS2	00970	aminoacyl-trna_biosynthesis
LARS	00970	aminoacyl-trna_biosynthesis
QARS	00970	aminoacyl-trna_biosynthesis
FARS2	00970	aminoacyl-trna_biosynthesis
RARS2	00970	aminoacyl-trna_biosynthesis
DTD1	00970	aminoacyl-trna_biosynthesis
CYP3A4	00980	metabolism_of_xenobiotics_by_cytochrome_p450
UGT1A9	00980	metabolism_of_xenobiotics_by_cytochrome_p450
UGT1A5	00980	metabolism_of_xenobiotics_by_cytochrome_p450
CYP2S1	00980	metabolism_of_xenobiotics_by_cytochrome_p450
GSTA1	00980	metabolism_of_xenobiotics_by_cytochrome_p450
CYP1A1	00980	metabolism_of_xenobiotics_by_cytochrome_p450
UGT2A3	00980	metabolism_of_xenobiotics_by_cytochrome_p450
GSTK1	00980	metabolism_of_xenobiotics_by_cytochrome_p450
ADH5	00980	metabolism_of_xenobiotics_by_cytochrome_p450
GSTM4	00980	metabolism_of_xenobiotics_by_cytochrome_p450
GSTT1	00980	metabolism_of_xenobiotics_by_cytochrome_p450
GSTA2	00982	drug_metabolism
UGT1A8	00982	drug_metabolism
UGT1A1	00982	drug_metabolism
ADH1C	00982	drug_metabolism
GSTZ1	00982	drug_metabolism
FMO1	00982	drug_metabolism
CYP2B6	00982	drug_metabolism
UGT2B10	00982	drug_metabolism
ADH5P4	00982	drug_metabolism
ADH5	00982	drug_metabolism
UGT2B11	00982	drug_metabolism
GSTT1	00982	drug_metabolism
IMPDH2	00983	drug_metabolism
UGT1A9	00983	drug_metabolism
UCK1	00983	drug_metabolism
CYP2A6	00983	drug_metabolism
UPP1	00983	drug_metabolism
DPYD	00983	drug_metabolism
ITPA	00983	drug_metabolism
UPB1	00983	drug_metabolism
YOD1	01040	biosynthesis_of_unsaturated_fatty_acids
BAAT	01040	biosynthesis_of_unsaturated_fatty_acids
SCD5	01040	biosynthesis_of_unsaturated_fatty_acids
ABCD3	02010	abc_transporters
ABCC6	02010	abc_transporters
ABCC5	02010	abc_transporters
ABCB4	02010	abc_transporters
ABCD2	02010	abc_transporters
RPS26P39	03010	ribosome
RPS26	03010	ribosome
RPSAP9	03010	ribosome
RPS2P17	03010	ribosome
RPL37A	03010	ribosome
RPL9P25	03010	ribosome
RPL15P17	03010	ribosome
RPS20	03010	ribosome
RPL39P27	03010	ribosome
RPL17P34	03010	ribosome
RPS15P5	03010	ribosome
RPL19P12	03010	ribosome
RPS15AP12	03010	ribosome
RPS27	03010	ribosome
RPL13AP18	03010	ribosome
RPL21P29	03010	ribosome
RPL21P16	03010	ribosome
RPL6P10	03010	ribosome
RPL6	03010	ribosome
RPLP0P6	03010	ribosome
RPS9	03010	ribosome
RPL10P16	03010	ribosome
RPL10P15	03010	ribosome
RPL24P6	03010	ribosome
RPS12P9	03010	ribosome
RPS12P11	03010	ribosome
RPL35P2	03010	ribosome
RPL35	03010	ribosome
RPL5P1	03010	ribosome
RPL28	03010	ribosome
RPS8P8	03010	ribosome
RPL13P12	03010	ribosome
RPL23AP43	03010	ribosome
RPL7	03010	ribosome
MPHOSPH6	03018	rna_degradation
LSM6	03018	rna_degradation
ENO3	03018	rna_degradation
TTC37	03018	rna_degradation
DCP2	03018	rna_degradation
LSM1	03018	rna_degradation
SKIV2L	03018	rna_degradation
DCP1B	03018	rna_degradation
LSM2	03018	rna_degradation
HSPD1P5	03018	rna_degradation
POLR1D	03020	rna_polymerase
POLR2K	03020	rna_polymerase
POLR3H	03020	rna_polymerase
TAF5L	03022	basal_transcription_factors
GTF2H2	03022	basal_transcription_factors
TAF1	03022	basal_transcription_factors
